Points_0,Points_1,Points_2,ph,uh_0,uh_1,uh_2
0.528279,-1.54076,0,1.08752,0.989438,-0.00549197,0
0.528192,-1.37545,0,1.08947,0.989764,-0.00643336,0
0.528113,-1.22517,0,1.08828,0.990124,-0.00717255,0
0.528042,-1.08855,0,1.08847,0.990708,-0.00799059,0
0.527977,-0.964351,0,1.08765,0.991569,-0.0087077,0
0.527918,-0.851441,0,1.08692,0.992694,-0.00936662,0
0.527864,-0.748797,0,1.0857,0.994252,-0.00990212,0
0.527815,-0.655484,0,1.08416,0.99622,-0.0102954,0
0.527771,-0.570653,0,1.08221,0.99869,-0.0105054,0
0.527731,-0.493535,0,1.07979,1.00175,-0.0105293,0
0.527694,-0.423427,0,1.07696,1.0053,-0.0103759,0
0.527661,-0.359693,0,1.07376,1.00791,-0.010021,0
0.55102,-6,0,1.2609,0.999,0,0
0.550734,-5.42934,0,0.86878,1.07001,-0.0154125,0
0.550474,-4.91056,0,1.24046,1.00555,-0.0393031,0
0.550237,-4.43894,0,0.954367,1.01623,0.00915762,0
0.550022,-4.0102,0,1.17206,0.99243,-0.00876508,0
0.549826,-3.62043,0,1.02048,0.986554,0.00773203,0
0.549649,-3.26609,0,1.12455,0.992447,-0.00396812,0
0.549487,-2.94397,0,1.05593,0.987477,0.00151927,0
0.54934,-2.65113,0,1.10079,0.99142,-0.00343204,0
0.549206,-2.38492,0,1.073,0.98864,-0.00175348,0
0.549085,-2.1429,0,1.09071,0.990384,-0.0038599,0
0.548975,-1.92289,0,1.0805,0.989156,-0.00377198,0
0.548874,-1.72287,0,1.08685,0.989711,-0.00496972,0
0.548783,-1.54104,0,1.08344,0.989522,-0.00549276,0
0.5487,-1.37575,0,1.08535,0.989872,-0.00641978,0
0.548625,-1.22547,0,1.08417,0.990233,-0.00714172,0
0.548556,-1.08886,0,1.08435,0.990825,-0.00793123,0
0.548494,-0.964669,0,1.08353,0.991683,-0.008607,0
0.548437,-0.851768,0,1.0828,0.992798,-0.00920537,0
0.548386,-0.74913,0,1.0816,0.994335,-0.00965682,0
0.548339,-0.655822,0,1.08007,0.996268,-0.0099366,0
0.548296,-0.570997,0,1.07816,0.998686,-0.01,0
0.548258,-0.493884,0,1.07577,1.00169,-0.00984472,0
0.548222,-0.423781,0,1.07299,1.00517,-0.00947922,0
0.54819,-0.36005,0,1.06985,1.0077,-0.00888434,0
