Points_0,Points_1,Points_2,uh_0,uh_1,uh_2
-0.349702,0.300191,0,1,0,0
-0.378056,0.263589,0,1,0,0
-0.400098,0.228753,0,1,0,0
-0.417307,0.195604,0,1,0,0
-0.430727,0.163951,0,1,0,0
-0.441098,0.133563,0,1,0,0
-0.448943,0.104193,0,1,0,0
-0.454632,0.0756011,0,1,0,0
-0.458416,0.0475518,0,1,0,0
-0.460449,0.0198167,0,1,0,0
-0.460809,-0.00782855,0,1,0,0
-0.459498,-0.0356072,0,1,0,0
-0.456446,-0.0637454,0,1,0,0
-0.451502,-0.0924757,0,1,0,0
-0.444424,-0.122039,0,1,0,0
-0.434848,-0.152688,0,1,0,0
-0.422256,-0.184679,0,1,0,0
-0.405915,-0.218265,0,1,0,0
-0.384787,-0.253663,0,1,0,0
-0.357395,-0.29099,0,1,0,0
-0.321602,-0.330119,0,1,0,0
-0.274285,-0.37037,0,1,0,0
-0.210839,-0.409821,0,1,0,0
-0.124517,-0.443736,0,1,0,0
-0.00599677,-0.460836,0,1,0,0
0.00611633,0.350404,0,1,0,0
-0.0843625,0.340152,0,1,0,0
-0.150759,0.316374,0,1,0,0
-0.199896,0.287858,0,1,0,0
-0.236792,0.258361,0,1,0,0
-0.264903,0.229449,0,1,0,0
-0.286588,0.201713,0,1,0,0
-0.303466,0.175298,0,1,0,0
-0.316664,0.150149,0,1,0,0
-0.326976,0.126125,0,1,0,0
-0.334964,0.103052,0,1,0,0
-0.341029,0.0807456,0,1,0,0
-0.345452,0.0590232,0,1,0,0
-0.348423,0.0377071,0,1,0,0
-0.350063,0.0166238,0,1,0,0
-0.35043,-0.00439668,0,1,0,0
-0.349527,-0.0255243,0,1,0,0
-0.347301,-0.0469312,0,1,0,0
-0.343639,-0.0687947,0,1,0,0
-0.338357,-0.0912991,0,1,0,0
-0.331178,-0.114637,0,1,0,0
-0.321711,-0.139006,0,1,0,0
-0.309399,-0.1646,0,1,0,0
-0.293453,-0.191588,0,1,0,0
-0.27275,-0.220065,0,1,0,0
-0.245664,-0.24994,0,1,0,0
-0.20982,-0.280707,0,1,0,0
-0.161708,-0.31092,0,1,0,0
-0.0961823,-0.337001,0,1,0,0
-0.00611633,-0.350404,0,1,0,0
0.010101,6,0,1,0,0
0.0107588,5.38599,0,1,0,0
0.0113569,4.8278,0,1,0,0
0.0119005,4.32035,0,1,0,0
0.0123948,3.85903,0,1,0,0
0.0128441,3.43966,0,1,0,0
0.0132526,3.0584,0,1,0,0
0.0136239,2.71181,0,1,0,0
0.0139615,2.39672,0,1,0,0
0.0142683,2.11028,0,1,0,0
0.0145473,1.84988,0,1,0,0
0.014801,1.61315,0,1,0,0
0.0150315,1.39795,0,1,0,0
0.0152411,1.2023,0,1,0,0
0.0154317,1.02445,0,1,0,0
0.0156049,0.862759,0,1,0,0
0.0157624,0.71577,0,1,0,0
0.0159056,0.582143,0,1,0,0
0.0160357,0.460664,0,1,0,0
0.016154,0.350229,0,1,0,0
0.020202,6,0,1,0,0
0.020853,5.38597,0,1,0,0
0.0214447,4.82776,0,1,0,0
0.0219827,4.3203,0,1,0,0
0.0224718,3.85897,0,1,0,0
0.0229164,3.43958,0,1,0,0
0.0233206,3.05831,0,1,0,0
0.023688,2.71171,0,1,0,0
0.0240221,2.39661,0,1,0,0
0.0243258,2.11016,0,1,0,0
0.0246018,1.84975,0,1,0,0
0.0248528,1.61302,0,1,0,0
0.025081,1.3978,0,1,0,0
0.0252884,1.20216,0,1,0,0
0.0254769,1.02429,0,1,0,0
0.0256483,0.862599,0,1,0,0
0.0258042,0.715605,0,1,0,0
0.0259458,0.581974,0,1,0,0
0.0260746,0.460492,0,1,0,0
0.0261917,0.350053,0,1,0,0
0.030303,6,0,1,0,0
0.0309471,5.38595,0,1,0,0
0.0315326,4.82772,0,1,0,0
0.0320649,4.32024,0,1,0,0
0.0325488,3.8589,0,1,0,0
0.0329887,3.4395,0,1,0,0
0.0333886,3.05822,0,1,0,0
0.0337522,2.7116,0,1,0,0
0.0340827,2.3965,0,1,0,0
0.0343832,2.11004,0,1,0,0
0.0346563,1.84962,0,1,0,0
0.0349046,1.61288,0,1,0,0
0.0351304,1.39766,0,1,0,0
0.0353356,1.20201,0,1,0,0
0.0355222,1.02414,0,1,0,0
0.0356918,0.862439,0,1,0,0
0.035846,0.715441,0,1,0,0
0.0359861,0.581806,0,1,0,0
0.0361136,0.460319,0,1,0,0
0.0362294,0.349877,0,1,0,0
0.040404,6,0,1,0,0
0.0410412,5.38593,0,1,0,0
0.0416205,4.82769,0,1,0,0
0.0421471,4.32019,0,1,0,0
0.0426258,3.85883,0,1,0,0
0.043061,3.43942,0,1,0,0
0.0434567,3.05813,0,1,0,0
0.0438164,2.7115,0,1,0,0
0.0441433,2.39639,0,1,0,0
0.0444406,2.10992,0,1,0,0
0.0447108,1.8495,0,1,0,0
0.0449565,1.61275,0,1,0,0
0.0451798,1.39752,0,1,0,0
0.0453828,1.20186,0,1,0,0
0.0455674,1.02398,0,1,0,0
0.0457352,0.86228,0,1,0,0
0.0458877,0.715277,0,1,0,0
0.0460264,0.581637,0,1,0,0
0.0461525,0.460147,0,1,0,0
0.0462671,0.349701,0,1,0,0
0.0505051,6,0,1,0,0
0.0511354,5.38591,0,1,0,0
0.0517084,4.82765,0,1,0,0
0.0522293,4.32014,0,1,0,0
0.0527028,3.85877,0,1,0,0
0.0531334,3.43934,0,1,0,0
0.0535247,3.05804,0,1,0,0
0.0538805,2.7114,0,1,0,0
0.054204,2.39628,0,1,0,0
0.054498,2.1098,0,1,0,0
0.0547653,1.84937,0,1,0,0
0.0550083,1.61261,0,1,0,0
0.0552293,1.39737,0,1,0,0
0.0554301,1.20171,0,1,0,0
0.0556127,1.02383,0,1,0,0
0.0557786,0.86212,0,1,0,0
0.0559295,0.715112,0,1,0,0
0.0560667,0.581469,0,1,0,0
0.0561914,0.459975,0,1,0,0
0.0563048,0.349526,0,1,0,0
0.0606061,6,0,1,0,0
0.0612295,5.38589,0,1,0,0
0.0617962,4.82761,0,1,0,0
0.0623115,4.32009,0,1,0,0
0.0627799,3.8587,0,1,0,0
0.0632057,3.43926,0,1,0,0
0.0635928,3.05795,0,1,0,0
0.0639447,2.7113,0,1,0,0
0.0642646,2.39616,0,1,0,0
0.0645554,2.10968,0,1,0,0
0.0648198,1.84924,0,1,0,0
0.0650602,1.61247,0,1,0,0
0.0652787,1.39723,0,1,0,0
